date,temperature_min,temperature_avg,temperature_max,uv_max,rain_sum,humidity_avg,wind_max,wind_avg
2014-01-03,14.5,18.76,22.5,9.41,0,50.39,45.36,12.24
2014-01-04,12.4,16.61,20.3,9.35,0.4,49.59,42.48,13.46
2014-01-05,10.3,17.59,26.1,8.34,0.2,45.59,52.92,15.81
2014-01-06,12.5,15.31,18.2,8.74,0,46.71,48.24,17.31
2014-01-07,13.6,15.85,19,9.3,0,46.32,37.44,12.1
2014-01-08,12.1,18.52,27.6,7.45,0,48.08,38.88,10.42
2014-01-09,14,23.5,33.2,7.9,0,42.93,29.52,7.64
2014-01-10,21.8,27.88,34.4,8.01,0,32.71,42.84,14.45
2014-01-11,16.3,19.21,23.3,7.78,0,65.71,31.32,9.32
2014-01-12,16.9,18.39,21.4,8.74,0,63.79,25.56,9.5
2014-01-13,14.9,22.35,31.1,7.45,0,59.19,15.84,6.15
2014-01-14,20.6,32.73,42.8,13.44,0,30.15,52.92,13.43
2014-01-15,26.9,34.39,42.6,13.27,0,20.77,44.28,10.08
2014-01-16,27.8,34.34,43.5,13.16,1.2,23.49,34.56,9.58
2014-01-17,23.1,31.75,43.8,13.27,0,31.48,40.68,13.34
2014-01-18,18,21.37,25,7.45,0,62.22,32.4,10.63
2014-01-19,16.1,18.49,21.2,8.18,0,59.15,41.04,12.77
2014-01-20,17.8,20.13,22.9,7.73,0,63.36,41.76,12.19
2014-01-21,16.7,18.42,21.5,7.78,0,56.4,29.88,10.93
2014-01-22,16,18.74,22.3,7.17,0,49.44,38.16,11.56
2014-01-23,13.8,21.15,29.5,7,0,50.42,27,7.26
2014-01-24,17.1,19.81,22.7,7.9,4.6,66.81,37.44,10.19
2014-01-25,15.4,17.24,19.3,7.56,0,46.19,46.08,14.14
2014-01-26,13.7,20.23,27.3,7.39,0,46.72,23.4,8.38
2014-01-27,17.8,27.31,34.7,8.23,0,32.47,42.84,13.6
2014-01-28,21.1,30.72,41.8,12.99,0,24.55,57.24,16.38
2014-01-29,17.5,20.15,22.8,8.18,0,57.87,37.44,11.48
2014-01-30,15.6,21.79,29.1,7.62,0,56.34,24.12,7.86
2014-01-31,19.5,21.81,25.8,7.06,0,70.07,34.56,11.01
2014-02-01,18.1,21.66,29.7,3.58,0,70.99,25.2,7.66
2014-02-02,18.1,28.34,39.8,12.32,0,46.62,19.08,5.11
2014-02-03,17.1,24.53,34.9,7.34,0.6,46.41,45.72,11.62
2014-02-04,14.9,19.53,25.6,7.62,0,43,49.68,15.52
2014-02-05,13.8,21.71,30.8,6.66,0,38.79,32.76,8.98
2014-02-06,17.3,26.98,35.3,7.73,0,32.12,40.32,10.95
2014-02-07,20.1,26.08,37.1,9.13,0,42.03,39.96,12.21
2014-02-08,18.7,28.56,41.7,13.27,0,44.89,27,6.48
2014-02-09,19.2,28.11,40,12.32,0,27.42,63.72,18.5
2014-02-10,16.2,19.34,22.7,6.89,0,49.48,38.88,11.46
2014-02-11,14.8,20.03,25,5.49,0,59.2,27.72,8.08
2014-02-12,16.7,21.7,26,5.43,0,67.63,26.64,7.4
2014-02-13,20.1,23.39,26.7,4.54,0,61.63,15.84,4.86
2014-02-14,19.2,23.67,27,3.64,0,60.35,17.28,4.95
2014-02-15,20.9,23.41,29,6.44,4.2,65.47,31.68,7.5
2014-02-16,16.3,19.47,22,7.39,7.6,66.67,39.96,12.89
2014-02-17,15.6,19.71,25.1,7.39,0,51.55,24.84,7.87
2014-02-18,14.3,21.42,30.5,6.78,0,55.86,36.72,8.22
2014-02-19,13.8,18.79,25.1,7.45,6.6,65.55,42.48,10.25
2014-02-20,12.6,15.93,19.8,7.11,0.2,51.39,50.4,16.5
2014-02-21,12.2,15.87,19.6,5.82,0,53.82,31.32,11.36
2014-02-22,14.4,16.7,19.2,4.65,0.4,62.58,28.44,8.42
2014-02-23,14.9,18.08,22,6.27,0,56.84,25.92,7.56
2014-02-24,14.7,19.07,25.3,5.94,0,63.37,26.64,6.13
2014-02-25,15.1,22.28,33.2,6.89,0,55.37,48.6,11.57
2014-02-26,14.9,17.69,20.7,6.83,0.2,59.07,30.6,11.23
2014-02-27,14.3,16.85,20.4,6.94,0,51.36,35.28,11.54
2014-02-28,13.8,17.42,21.5,5.54,0,56.87,33.48,11.61
2014-03-01,15.4,18.97,22.3,5.71,0,70.6,32.04,8.77
2014-03-02,15.9,18.59,21.3,6.33,0,62.87,31.68,9.64
2014-03-03,15.7,19.53,24.3,5.71,0,63.82,24.12,8.24
2014-03-04,15.9,25.1,33.6,6.78,0,49.63,33.12,10.56
2014-03-05,16.3,20.35,26.7,1.57,0,57.78,34.2,11.45
2014-03-06,14.6,17.07,19.6,5.71,0,48.93,32.76,9.99
2014-03-07,13.8,17.77,21.8,5.82,0,64.74,43.56,9.25
2014-03-08,17.1,21.85,26.9,5.99,0,62.27,29.16,8.86
2014-03-09,16.8,25.34,32.9,5.82,0,40.4,35.28,10.26
2014-03-10,21,25.53,33.1,6.5,0,33.48,38.52,10.99
2014-03-11,19.5,23.76,31.6,4.31,1.2,52.33,34.56,8.58
2014-03-12,16,18.16,20.5,5.49,0.6,56.91,31.32,11.77
2014-03-13,13,17.63,21.8,5.04,0,56.29,32.4,7.48
2014-03-14,14.8,20.34,27.3,4.98,0,61.8,19.44,5.58
2014-03-15,14.8,22.26,29.7,5.32,4.8,42,53.28,14.85
2014-03-16,13.2,16.23,20.8,5.1,0,45.07,39.24,11.96
2014-03-17,15.1,19.23,25,5.88,0,52.96,38.88,13.66
2014-03-18,15.3,19.51,25,6.38,0,53.23,31.32,7.07
2014-03-19,13.4,17.37,21.2,5.1,0,57.96,26.64,8.18
2014-03-20,11.5,21.27,31.1,5.32,0,41.92,38.52,9.35
2014-03-21,14.9,19.46,25,5.66,0.8,53,47.52,11.96
2014-03-22,13.4,15.86,18.1,4.7,1.2,57.85,30.24,9.86
2014-03-23,13.7,15.69,17.4,3.64,0.2,52.73,28.08,7.14
2014-03-24,11.8,15.37,18.4,3.75,0.8,67.85,22.68,7.23
2014-03-25,13.6,18.32,24.5,4.65,0.2,60.59,28.8,7.66
2014-03-26,14.9,20.53,27.3,4.98,0,63.03,29.88,7.27
2014-03-27,17.5,20.34,25.4,5.21,10.6,77.38,38.88,6.74
2014-03-28,16.7,18.8,21.1,4.59,0,73.51,24.48,8.09
2014-03-29,12.4,18.18,23.2,4.54,0,69.73,18.36,5.91
2014-03-30,16.1,19.87,25.5,4.59,0.8,73.35,21.96,4.54
2014-03-31,16.7,23.87,30.8,5.1,0,50.86,30.6,10.37
2014-04-01,21.9,27.46,33.4,5.04,0,34.38,41.04,13.83
2014-04-02,16.7,21.65,26.2,3.86,0.2,59.02,46.08,12.59
2014-04-03,15.3,16.74,18,2.46,0.2,65.09,28.44,10.18
2014-04-04,14.3,16.77,19.3,3.7,0,67.5,30.6,10.15
2014-04-05,14.9,18.98,24.3,4.31,0,64.4,30.6,6.24
2014-04-06,12.3,17.84,23.2,4.37,0,70.05,27.36,7
2014-04-07,13.4,19.4,25.1,4.54,0,59.67,27.72,7.48
2014-04-08,17.1,18.78,22.2,1.9,10.2,68.54,34.2,8.1
2014-04-09,16.7,17.36,18.2,1.29,13.6,89.69,19.08,7.7
2014-04-10,16.4,17.65,19.7,1.74,15.8,90.2,22.32,6.26
2014-04-11,16.6,17.73,18.9,3.14,3,84.27,35.28,10.63
2014-04-12,15.4,18.18,22.1,3.86,0,68.33,36,11.23
2014-04-13,13.4,16.57,21,3.81,0,66.04,29.16,7.57
2014-04-14,12.8,16.4,21.2,3.64,0,59.38,28.44,10.78
2014-04-15,13.1,16.5,20.3,3.53,0,61.04,23.4,7.65
2014-04-16,10.1,15.66,22.3,3.42,0,71.93,20.88,5
2014-04-17,11.2,17.69,24.5,3.3,0,57.11,16.2,5.13
2014-04-18,12.1,15.68,19.2,3.19,1.8,57.59,39.96,10.21
2014-04-19,11.7,13.94,17,3.92,0,58.6,29.16,8.3
2014-04-20,12.6,15.35,18.7,3.36,0,47.98,26.64,7.72
2014-04-21,12.6,16.03,18.9,2.91,0,42.9,56.16,21.62
2014-04-22,13.5,16.22,18.4,2.13,12,62.19,52.92,10.82
2014-04-23,12.1,15.72,19.5,3.14,0,59.52,15.48,4.63
2014-04-24,12.8,14.99,17.1,2.97,0.4,46.58,34.2,10.75
2014-04-25,7.4,14.09,20.7,2.8,0,50.94,34.56,8.56
2014-04-26,11,15.63,19.7,1.4,0,49.54,34.92,13.35
2014-04-27,10.1,13.33,17.1,2.69,0,49.86,34.92,7.72
2014-04-28,6.6,15.83,21.9,3.47,0,59.12,54,14.24
2014-04-29,13,18.08,22.9,1.06,6.8,66.87,55.44,13.35
2014-04-30,9.5,13.08,16.6,2.97,5.2,65.21,26.64,8.48
2014-05-01,6.6,11.67,16.3,2.69,0,55.26,23.4,6.41
2014-05-02,11.2,12.44,14.7,1.4,1.4,61.33,39.6,13.35
2014-05-03,10.6,12.94,16.1,2.58,3.8,69.7,43.56,10.35
2014-05-04,8.7,11.19,13.4,2.69,4.2,71.69,42.84,13.56
2014-05-05,10.4,13.25,16.8,1.9,0,70.87,28.08,8.19
2014-05-06,10.7,12.45,15.5,2.69,1,65.77,32.04,10.33
2014-05-07,9.7,12.85,15.5,2.41,0,57.37,25.56,7.27
2014-05-08,4.3,11.24,18.5,2.13,0.2,59.44,21.96,7.1
2014-05-09,7.8,14.01,18.6,2.41,1.4,55.36,41.04,11.02
2014-05-10,11.8,14.57,16.6,1.4,10.8,82.38,29.52,7.02
2014-05-11,9.9,14.3,19.3,2.3,0.2,78.23,15.12,2.85
2014-05-12,7.9,13.45,19.6,2.13,0.2,75.39,12.6,3.67
2014-05-13,7.9,14.13,20.6,2.18,0,71.33,23.76,7.25
2014-05-14,8.6,15.23,20.7,2.02,0,64.28,33.84,10.67
2014-05-15,15.2,18.55,23.2,2.07,0,47.89,46.44,19.29
2014-05-16,16.7,19.16,23,2.13,0,42.13,37.44,15.33
2014-05-17,16.8,18.77,20.4,1.4,0,47.77,38.88,16.58
2014-05-18,17.1,18.9,21.7,1.74,0,47.72,37.8,15.27
2014-05-19,16.7,19.38,23.2,2.07,0,49.97,38.88,15.22
2014-05-20,14.9,17.18,21.9,1.79,2.2,67.47,31.32,8.05
2014-05-21,10.9,17.44,23.6,2.02,0,67.49,23.4,7.09
2014-05-22,16.7,18.84,21.4,1.79,0.2,58.83,41.4,14.09
2014-05-23,13.7,17.1,20.3,2.41,4,70.27,28.08,7.24
2014-05-24,11.5,14.32,17.6,2.02,0,68.25,16.92,4.32
2014-05-25,13.1,16.38,20.4,1.96,0.8,72.19,39.6,10.99
2014-05-26,11.6,17.88,21.2,1.12,0,72.03,35.64,10.59
2014-05-27,14.5,18.43,22.4,1.01,0.2,58.76,41.76,13.52
2014-05-28,12.3,14.83,18.7,1.85,0,66.83,33.48,9.98
2014-05-29,9.6,13.31,16.7,1.12,0,68.14,15.12,3.04
2014-05-30,6.5,11.45,17.8,1.57,0,70.17,11.52,2.92
2014-06-11,12,14.28,16.6,1.62,0,63.69,37.08,14.09
2014-06-12,11.5,13.78,16.8,0.95,2,64.02,29.88,9.51
2014-06-13,12,14,16.7,1.57,2.8,80.25,33.48,9.8
2014-06-14,10.7,12.88,15,1.34,1.2,80.3,28.8,6.72
2014-06-15,9.9,12.54,14.7,1.62,0.2,72.15,32.76,10.13
2014-06-16,10.6,12.75,16.7,1.51,2.2,68.42,30.96,11.1
2014-06-17,10,12.51,16.3,1.29,0.4,75.29,20.52,7.44
2014-06-18,11.5,12.97,14.4,0.73,0,55.98,11.88,2.52
2014-06-19,8.2,10.7,12.9,1.46,0,70.39,39.6,14.25
2014-06-20,10.9,12.9,16.5,1.4,0,67.19,37.8,17.81
2014-06-21,11.5,13.36,15.2,1.4,0,72.96,31.68,13.55
2014-06-22,6.7,12.18,15.4,1.57,0,73.8,38.16,11.86
2014-06-23,7.6,12.41,15.6,1.51,1.8,61.03,62.64,20.73
2014-06-24,6.6,10.58,14.4,1.23,5,62.22,76.32,18.81
2014-06-25,10.1,12.72,15.8,1.4,1.6,64.66,42.48,13.99
2014-06-26,11,13.58,16,1.46,0.2,52.46,42.84,14.01
2014-06-27,11.4,13.02,14.8,0.95,0,59.88,74.88,26.03
2014-06-28,9.2,11.28,13.1,1.34,0,59.3,53.28,20.34
2014-06-29,7.3,9.7,11.3,1.01,8,73.22,40.32,13.1
2014-06-30,6.6,9.88,13.5,1.06,0.4,72.16,34.92,9.5
2014-07-01,9.5,11.73,13.8,0.9,0,68.85,24.12,8.36
2014-07-02,11.3,13.58,16.7,1.62,0,56.25,25.56,7.21
2014-07-03,7.5,9.8,12.1,1.57,0,70.54,52.92,17.79
2014-07-04,8.1,10.2,12.4,1.57,0,69.38,54,20.49
2014-07-05,9.9,12.28,15.1,1.34,0,66.02,37.08,12.69
2014-07-06,9.5,11.66,13.6,1.01,0.8,74.3,30.24,10.6
2014-07-07,8.6,11.36,15.5,1.46,0,72.29,33.12,10.73
2014-07-08,9.9,12.47,14.6,1.4,0,57.86,63,25.76
2014-07-09,8.5,10.35,13.8,0.9,4.2,67.76,55.08,15.52
2014-07-10,7.5,10.7,14.9,1.57,0,68.71,45,13.11
2014-07-11,7.9,11.4,14.6,1.57,1.6,66.1,45.36,14.39
2014-07-12,7.1,8.91,10.8,1.62,3.2,72.84,31.32,10.93
2014-07-13,5.8,9.71,13.8,1.51,0,69.45,25.2,6.19
2014-07-14,9,10.98,13.4,1.68,0,70.61,16.92,4.73
2014-07-15,8.5,10.94,13.7,0.78,0.4,64.07,43.92,12.34
2014-07-16,9.4,11.64,14.5,1.68,1.2,69.69,41.76,15.09
2014-07-17,6.3,9.95,12.3,1.62,0.6,57.54,41.4,14.64
2014-07-18,5.9,9.53,12.9,1.62,2,69.8,37.8,14.06
2014-07-19,8.5,10.52,13.1,1.85,0,76.53,19.8,7.61
2014-07-20,7.8,10.44,13.6,1.4,0,75.09,14.04,3.6
2014-07-21,5.1,8.96,13.4,1.34,0,79.8,10.44,3.04
2014-07-22,6.4,9.36,12.2,1.18,0,79.16,11.88,4.4
2014-07-23,8.4,11.52,13.8,1.4,0,62.46,21.96,6.4
2014-07-24,6.4,11.02,15.5,1.68,0,66.87,33.48,9.1
2014-07-25,11.4,13.65,16.3,1.74,0,67.04,38.16,13.94
2014-07-26,12,13.25,15.3,1.34,0.8,70.74,25.92,9.31
2014-07-27,7.7,12.3,16.5,1.85,0,66.09,41.04,10.62
2014-07-28,10.2,13.11,17.6,2.02,0,58.8,48.24,17.39
2014-07-29,11.5,14.04,16.9,1.74,0,61.85,47.88,18.89
2014-07-30,12.9,16.14,19,2.35,0,57.98,50.4,17.34
2014-07-31,6.9,13.16,19.5,2.18,4.4,56.69,65.88,21.63
2014-08-01,5.7,7.43,10.3,1.62,7.6,65.28,44.64,14.23
2014-08-02,4.4,7.69,12.6,1.85,0.8,65.67,18.72,6.81
2014-08-03,1.5,7.63,14.3,1.85,0,58.12,23.4,8.21
2014-08-04,1.9,8.36,15.2,1.9,0,53.1,19.44,6.47
2014-08-05,6.3,12.08,16.4,2.07,0,53.25,21.24,8.03
2014-08-06,11.1,13.18,15.9,2.24,0.6,59.25,26.28,8.72
2014-08-07,10.8,11.95,14,1.4,1.4,77.97,15.84,5.31
2014-08-08,8.8,12.47,16.2,1.96,0,62.27,23.04,5.88
2014-08-09,7.9,12.08,15,1.85,0,56.48,42.48,15.08
2014-08-10,6.6,10.23,13.8,2.24,3.6,66.3,44.28,13.21
2014-08-11,5.9,9.06,12.3,2.24,2.6,59.37,28.8,7.12
2014-08-12,6.3,9.67,12.1,2.24,0.2,75.47,25.56,6.59
2014-08-13,9.3,11.33,13.7,2.52,0,67.16,20.88,7.2
2014-08-14,7.7,11.73,14.3,2.13,0.4,61.76,17.64,5.46
2014-08-15,4,10.56,17.3,2.24,0,64.13,25.56,5.79
2014-08-16,6.4,10.68,13.2,2.13,0,75.29,15.48,6.53
2014-08-17,9.7,12.23,14.8,2.02,0,65.87,30.24,9.9
2014-08-18,10.1,11.92,14.2,1.29,1.2,72.03,30.96,8.29
2014-08-19,10.9,11.94,13.8,1.96,0,64.8,24.84,7.9
2014-08-20,10.1,11.69,13.5,1.85,0,54.01,20.88,6.96
2014-08-21,8.3,12.59,17.8,2.52,0,63.18,25.92,6.73
2014-08-22,6.6,13.68,20.3,2.58,0,53.83,23.76,8.01
2014-08-23,7.2,14.46,20.3,2.86,0,55,36.72,12.47
2014-08-24,11.6,13.77,16.2,2.8,0.4,58.67,28.44,8.68
2014-08-25,10.8,13.04,16.4,3.02,1,73.47,24.48,8.79
2014-08-26,9,13.75,18.8,2.69,0,72.67,23.76,7.76
2014-08-27,9.8,15.83,19.5,2.86,0.2,58.01,18.36,7.24
2014-08-28,10.6,16.06,20.4,2.8,0,52.19,17.28,5.45
2014-08-29,10.3,12.83,15.1,2.18,0,76.69,15.84,5.09
2014-08-30,11.3,15.37,21,2.8,0,61.47,30.96,8.77
2014-08-31,10.9,16.33,21.6,2.8,0,50.53,47.16,14.36
2014-09-01,9.9,13.81,18.4,0.84,8.8,60.02,55.08,12.79
2014-09-02,8.6,11.28,14.7,2.69,1,66.21,47.16,12.11
2014-09-03,7.7,10.95,13.7,3.14,0.2,60.7,29.52,7.93
2014-09-04,5.4,10.64,15.2,2.8,0,65.81,23.4,6.78
2014-09-05,5.2,10.94,15.9,2.86,0,72.07,20.88,6.74
2014-09-06,7.3,13.03,19.5,3.08,0,69,15.12,5.24
2014-09-07,6.8,14.17,20.4,3.25,0,54.34,34.56,10.1
2014-09-08,10.7,17.19,22,3.42,0,43.83,56.88,20.25
2014-09-09,12.6,17.26,21.2,3.81,3.8,60.6,70.56,22.56
2014-09-10,11.2,15.08,19,3.75,0.2,52.98,34.92,11.73
2014-09-11,9.1,13.31,15.9,3.42,2.2,54.6,42.12,14.03
2014-09-12,6.9,11.24,15.2,3.36,0,57.09,18.72,5.53
2014-09-13,6.8,12.34,18.2,3.58,0,57.62,18.36,5.24
2014-09-14,7.1,13.72,20.6,3.64,0,57.59,21.6,6.2
2014-09-15,9.3,14.44,18.8,2.74,0.2,68.43,25.2,6.65
2014-09-16,9.8,12.81,14.7,1.01,1.4,78.25,39.96,11.09
2014-09-17,8.4,11.45,15.7,3.98,0.4,60.49,50.76,14.19
2014-09-18,7.7,10.46,13.3,3.42,1.6,64.26,30.6,10.77
2014-09-19,8.2,11.84,14.9,3.36,0,60.76,27,8.25
2014-09-20,10.3,12.75,15.6,4.26,0,64.9,30.24,8.92
2014-09-21,11.2,13.46,16.4,3.92,0,54.7,25.56,7.39
2014-09-22,5.7,15.03,22.8,3.98,0,51.55,33.84,8.5
2014-09-23,9.5,18.43,26,4.09,0,40.62,32.4,11.89
2014-09-24,14.8,18.63,23.7,4.54,6.6,49.05,49.68,13.48
2014-09-25,12.8,14.08,15.7,4.37,0,70.51,32.04,10.17
2014-09-26,10.4,14.25,18.9,4.31,0,61.19,24.48,6.96
2014-09-27,9.1,15.92,23.4,4.7,0,58.89,45,10.85
2014-10-01,10.1,13.02,15.2,4.76,0,50.33,34.2,11.14
2014-10-02,9.1,13.15,17.4,3.36,0,66.18,29.88,9.09
2014-10-03,10.9,14.17,18.5,5.15,0,67.5,20.16,7.63
2014-10-04,8.7,18.76,26.4,4.54,0,46.86,42.84,14.99
2014-10-05,12.6,15.33,18.2,4.54,0,54.93,27.72,10.26
2014-10-06,8.8,16.75,25.7,1.23,1,57.3,59.76,13.38
2014-10-07,11.5,14.21,17.3,5.32,0.4,54.33,44.64,14.74
2014-10-08,9.3,14.16,18.9,5.04,0,60.61,25.92,6.3
2014-10-09,10.1,16.64,22.3,5.1,0,52.77,23.04,5.78
2014-10-10,15.1,19.52,24.5,3.81,0,37.8,38.16,13.26
2014-10-11,13.4,16.2,20.9,5.15,0,60.19,35.28,9.3
2014-10-12,10,16.8,30.3,5.15,0,61.6,35.64,7.35
2014-10-13,9.1,12.07,14.7,5.38,6.4,58.51,47.16,15.55
2014-10-14,9,12.12,15.5,5.82,1.4,51.14,36.72,11
2014-10-15,7.9,12.38,16,5.04,0,50.96,32.4,8.07
2014-10-16,10.8,13.1,15.6,6.05,1.4,60.81,36.72,10.31
2014-10-17,10.7,13.57,16.8,5.04,0,51.51,22.68,8.14
2014-10-18,8.7,17.61,24.6,4.76,0,42.11,36,13.01
2014-10-19,13.1,19.79,28.9,5.15,0,42.19,46.44,16.3
2014-10-20,10.9,15.27,21.2,5.15,0,46.56,34.92,11.89
2014-10-21,8.5,18.83,28.4,5.1,0,49.3,28.44,7.81
2014-10-22,15.9,23.23,31.9,5.1,0,42.57,45,14.64
2014-10-23,14.9,16.98,22.6,4.03,0,75.96,26.64,8.84
2014-10-24,15.2,20.57,31.6,5.32,0,63.75,27.72,6.81
2014-10-25,14,15.94,19,5.49,0,67.25,25.2,8.33
2014-10-26,14,18.61,25.3,5.38,0,50.92,30.96,7.81
2014-10-27,13.1,17.19,23.1,6.27,16.2,51.22,54,17.24
2014-10-28,11.3,14.89,19.9,6.55,0.8,50.28,39.6,15.2
2014-10-29,10.6,15.79,22.5,5.66,0,55.38,22.68,7.81
2014-10-30,14.2,16.7,21,5.49,0,57.3,23.4,7.38
2014-10-31,10.7,22.11,32.5,6.16,0,39.97,46.8,12.68
2014-11-01,9.6,14.76,20.6,6.66,3.8,52.06,59.76,18.54
2014-11-02,8.8,12.27,15.6,6.5,0,55.66,33.48,11.97
2014-11-03,9.5,16.59,23.9,5.6,0,46.88,22.32,7.06
2014-11-04,13,20.5,29.5,6.22,0,34.9,46.8,15.18
2014-11-05,12.7,14.47,16.8,6.38,0,54.09,41.76,13.7
2014-11-06,10.2,16.09,23.4,5.54,0,46.56,19.8,6.6
2014-11-07,11.6,23.27,32.5,6.1,0,34.23,32.4,11.07
2014-11-08,13.7,23.26,35.2,6.89,0,36.64,51.12,16.46
2014-11-09,13.2,15.49,17.9,6.1,0.2,57.07,39.96,10.89
2014-11-10,11.8,15.21,19,7.45,0,56.52,34.56,10.83
2014-11-11,12.3,14.81,17.5,6.72,0,48.65,32.76,10.18
2014-11-12,8.8,16.74,24.4,6.1,0,55.58,19.08,6.69
2014-11-13,12.9,23.31,33.5,7.22,0,42.15,18.72,5.29
2014-11-14,14,20.19,28.5,6.33,0,43.89,45,13.45
2014-11-15,12.7,14.47,17.6,7.5,8.6,57.2,31.32,8.84
2014-11-16,11.7,15.67,19.2,7.9,2.4,64.2,30.96,10.29
2014-11-17,12.8,15.54,19.5,6.27,0,54.38,32.4,10.51
2014-11-18,10.9,15.46,20.3,7.34,0,52.74,24.48,8.9
2014-11-19,11.9,20.91,29.7,6.38,0,41.28,34.2,9.46
2014-11-20,20.6,24.09,29,2.86,0.4,33.56,59.4,14.21
2014-11-21,16,18.99,22.8,6.72,0,57.14,35.28,9.76
2014-11-22,13.5,21.75,31.3,5.77,0,45.87,45,11.73
2014-11-23,17.1,20.06,24,6.44,0,55.53,24.48,8.03
2014-11-24,13.5,16.88,20,4.2,10.2,71.48,40.68,8.99
2014-11-25,10.9,15.62,21,7.45,0.2,53.45,37.8,11.71
2014-11-26,11.4,15,19.2,7.9,0,58.28,27.36,8.33
2014-11-27,13.1,15.37,18.5,6.66,0,50.86,38.16,10.37
2014-11-28,12.3,15.59,20,6.55,0,61.99,24.12,8.36
2014-11-29,13.2,18.49,25.1,6.5,0,63.9,27.36,7.57
2014-11-30,15.9,25.65,35.1,7.5,0,45.57,33.84,8.19
2014-12-01,18.4,23.89,28.9,7.22,0,51.72,47.16,13.86
2014-12-02,17.1,19.82,25.3,6.44,0,63.64,30.96,7.77
2014-12-03,16.3,19,23.8,4.87,0,72.83,24.12,7.35
2014-12-04,18.1,22.98,26.4,6.94,0.2,63.84,28.8,9.61
2014-12-05,17.5,18.89,20.5,2.97,0,76.1,23.04,9.34
2014-12-06,15.8,18.75,23.6,7.78,2.8,69.86,42.48,14.27
2014-12-07,14.3,16.51,18,2.97,5,77.29,34.2,8.71
2014-12-08,14.3,17.39,20.3,8.01,0,69.96,28.08,8.45
2014-12-09,15.1,17.22,20.3,6.89,0,59.81,28.08,8.16
2014-12-10,13.3,17.17,20.4,4.03,0,71.86,24.84,5.94
2014-12-11,16.6,17.94,19.7,8.18,0.2,72.24,42.84,12.12
2014-12-12,14.6,20.7,27.2,7.78,0,53.36,29.52,8.63
2014-12-13,15.4,24.14,31.2,7.22,0,36.69,46.08,12.11
2014-12-14,17.8,22.12,25.8,7.9,0,43.81,36,11.05
2014-12-15,16.7,19.51,23.7,7.39,0,64.78,28.8,7.83
2014-12-16,15.1,20.92,32.4,8.06,0,50.92,62.28,14.47
2014-12-17,12,16.73,22.5,7.28,0.2,42.98,28.44,9.93
2014-12-18,12.3,17.15,24,8.12,2,49.97,63,10.33
2014-12-19,10.9,15.48,19.5,8.57,0,53.55,30.6,10.12
2014-12-20,12.2,17.42,23.4,7.06,0,53.48,26.64,7.74
2014-12-21,13.8,22.98,33.9,8.18,0,49.08,27.36,7.28
2014-12-22,17.4,21.17,25.3,6.05,0,67.41,22.32,8.07
2014-12-23,17,21.66,26.7,8.06,1,64.08,30.6,8.69
2014-12-24,14.8,18,21.9,7.34,0.2,55.73,45.36,10.5
2014-12-25,12.1,18.08,24,7.34,3.4,58.71,34.56,9.65
